COMPANY 1	COMPANY 2	STREET	BUILDING	STREET2	POSTAL CODE	CITY DISTRICT	CITY	COUNTRY	CONTINENT	TELEPHONE 1	EMAIL 1	URL 1	ROOMS	STARS	GEO LATITUDE	GEO LONGITUDE
Gasthof	Mair am Turm	Hauptstraße	3		39019		Tirol	Italy	Europe	+39-0473-923307	info@mairamturm.it	www.mairamturm.it	12	3	46.691223298573675	11.153783798217773
Hotel-Restaurant	Zum Tiroler Adler	Hauptstraße	29		39019		Tirol	Italy	Europe	+39-0473-923491	info@zumtiroleradler.it	www.zumtiroleradler.it	17	3	46.68932458420558	11.155961751937866
Hotel-Cafe	Paradies	Hauptstraße	27/A		39019		Tirol	Italy	Europe	+39-0473-923654	info@paradies-tirol.it	www.paradies-tirol.it	24	3	46.68864631636042	11.155570138794928
Hotel	Passerblick	Jaufenstraße	22		39019		Tirol	Italy	Europe	+39-0473-236170	info@passerblick.com	www.passerblick.com		3	46.6846718	11.1670831
Hotel	Krause	Keschtngasse	17		39019		Tirol	Italy	Europe	+39-0473-923328	info@hotel-krause.it	www.hotel-krause.it		3	46.68598798236994	11.157237538098116
Hotel	Karin	Lingweg	29		39019		Tirol	Italy	Europe	+39-0473-923379	info@hotel-karin.com	www.hotel-karin.com	14	3	46.690663994299584	11.161079406738281
Garni Hotel	Amelia	Lingweg	15a		39019		Tirol	Italy	Europe				12	3	46.690754	11.155952999999954
Residence	Amelia	Lingweg	15a		39019		Tirol	Italy	Europe				12	3	46.690754	11.155952999999954
Pension garni	Lutzhof	Lutzweg	6		39019		Tirol	Italy	Europe	+39-0473-923515	info@pension-lutzhof.com	www.pension-lutzhof.com		3	46.6946983	11.1543331
Hotel	Villa Maria	Schloßweg	8		39019		Tirol	Italy	Europe	+39-0473-923306	info@villamariatirol.com	www.villamariatirol.com		3S	46.6910864	11.151802
Hotel	Sonnbichl	Segenbühelweg	15		39019		Tirol	Italy	Europe	+39-0473-923580	info@sonnbichl.it	www.sonnbichl.it	34	4S	46.6802926	11.1637679
Wellness Parc Hotel	Ruipacherhof	Seminarstraße	11		39019		Tirol	Italy	Europe	+39-0473-923309	info@hotel-ruipacherhof.com	www.hotel-ruipacherhof.com	60	4	46.691753160438076	11.157538890838623
Hotel	Schloß Thurnstein	St. Peter Straße	8		39019	St. Peter	Tirol	Italy	Europe	+39-0473-220255	info@thurnstein.it	www.thurnstein.it	10	3	46.6946968	11.141486
Garni	Oberanger	St. Peter Straße	10		39019	St. Peter	Tirol	Italy	Europe	+39-0473-220286	garnioberanger@rolmail.net	www.garnioberanger.com	21	3	46.69211	11.13115
Gasthof	Unter-Schattmair	St. Peter Straße	13		39019	St. Peter	Tirol	Italy	Europe	+39-0473-443320	info@schattmair.it	www.unterschattmair.com	14	3S	46.6934697	11.1368537
Panoramahotel & Cafe	Kronsbühel	St. Peter Straße	20		39019	St. Peter	Tirol	Italy	Europe	+39-0473-443318	info@vinumhotels.com	www.vinumhotels.com	14	3S	46.69342366311946	11.138720512390137
Residence	St. Peter	St. Peter Straße	22		39019	St. Peter	Tirol	Italy	Europe	+39-0473-220132	info@st-peter.it	www.st-peter.it	6		46.69014148112637	11.153976917266846
Ferienwohnung & Weingut	Linter	Zenoberg Straße	20		39019		Tirol	Italy	Europe	+39-0473-234775	info@appartement-linter.com	www.appartement-linter.com	4		46.67358476374176	11.166674494743347
Wellness- und Komforthotel	Tyrol	Hans-Güt-Straße	40		39020	Rabland	Partschins	Italy	Europe	+39-0473-967654	info@tyrol-hotel.it	www.tyrol-hotel.it	32	4	46.67455391382123	11.06200397014618
Glacier Hotel	Grawand	Kurzras	12		39020		Schnals	Italy	Europe	+39-0473-662118	info@grawand.com	www.grawand.com	40	3	46.770272	10.797402
Boutique Hotel	Burgund	Lodnerstraße	3		39020		Partschins	Italy	Europe	+39-0473-967245	info@hotel-burgund.it	www.hotel-burgund.it	18	3S	46.68170881781328	11.071128845214844
Gasthof	Edelweiß	Maiern	98		39020	Maiern	Martell	Italy	Europe	+39-0473-744526	info@gasthof-edelweiss.net	www.gasthof-edelweiss.net	15	2	46.566646426039036	10.782490968704224
Hotel Restaurant Pizzeria	Alte Mühle	Matscher Winkel	24		39020		Schluderns	Italy	Europe	+39-0473-615238	info@hotel-alte-muehle.com	www.hotel-alte-muehle.com	34	4	46.66665996930991	10.586732625961304
Life Resort	La Maiena	Nörderstraße	15		39020		Marling	Italy	Europe	+39-0473-447000	info@lamaiena.it	www.lamaiena.it	58	4S	46.66362282182919	11.138559579849243
Hotel	Oberwirt	St. Felixweg	2		39020		Marling	Italy	Europe	+39-0473-447111	info@romantikhotels.com	www.romantikhotels.com	51	4	46.6576731996879	11.139997243881226
Hotel	Giardino	St. Felixweg	18		39020		Marling	Italy	Europe	+39-0473-447177	info@giardino-marling.com	www.giardino-marling.com		5	46.6618962	11.1379212
Hotel Restaurant Pizzeria	Botango	Vinschgauerstraße	105		39020	Töll	Partschins	Italy	Europe	+39-0473-967128	info@botango.it	www.botango.it	54	3	46.67911601067461	11.088627576828003
Almlounge & Berghotel	Tarscher	Bergstation Tarscher Alm			39021		Latsch	Italy	Europe				8		46.58120403121277	10.888105630874634
Hotel	Matillhof	Hans-Pegger-Straße	6/A		39021		Latsch	Italy	Europe	+39-0473-623444	info@hotelmatillhof.com	www.hotelmatillhof.com	34	4S	46.61611436965346	10.859325528144836
Garni Hotel	Rinner	Hauptstraße	8/B		39021		Latsch	Italy	Europe	+39-0473-623202	info@garni-rinner.it	www.garni-rinner.it	10	3	46.61813820172835	10.852711376220668
Pension	Tannenhof	Montaniweg	8		39021		Latsch	Italy	Europe	+39-0473-623373	pensiontannenhof@rolmail.net	www.pension-tannenhof.eu	12	2	46.613520258815065	10.857399702072144
Hotel	Krone	Nibelungenstraße	28		39021	Morter	Latsch	Italy	Europe	+39-0473-742115	mail@hotelkrone.net	www.hotelkrone.net	25	3	46.605593448577956	10.82228422164917
Pension	Oberangerhof	Oberplars	48		39022	Plars	Algund	Italy	Europe	+39-0473-448436	info@oberangerhof.com	www.oberangerhof.com	8	3	46.68760243670695	11.100053787231445
Obstbauernhof	Fohlenhof	Bahnhofstraße	2		39023		Laas	Italy	Europe	+39-0473-626501	fohlenhof@gartner.it	www.gartner.it	8		46.61955874427675	10.693591833114624
Gästehaus	Parth	Feliusstraße	52		39023		Laas	Italy	Europe	+39-0473-626013	info@hausparth.com	www.hausparth.com	4		46.62015452348215	10.701110064983368
Gasthof	Paflur	Tanas	31		39023		Laas	Italy	Europe	+39-0473-739977	info@paflur.com	www.paflur.com	8	1	46.64252374377152	10.665348172187805
Urlaub auf dem Bauernhof	Untertelshof	Untertelshof	40A		39023	Tanas	Laas	Italy	Europe			www.untertelshof.com	2		46.640597536642545	10.635645389556885
Gasthof	Zur Sonne	Vinschgaustraße	24		39023	Eyrs	Laas	Italy	Europe	+39-0473-626523	info@sonnelaas.com	www.sonnelaas.com	11	2	46.61655735408815	10.700637101690518
Camping	Malles	Bahnhofstraße	49		39024		Mals im Vinschgau	Italy	Europe	+39-0473-835179	info@campingmals.it	www.campingmals.it			46.6839725	10.550084
Hotel garni & Eisdiele	Zum Hirschen	Bahnhofstraße	2/D	Via Fröhlich, 4	39024		Mals im Vinschgau	Italy	Europe	+39-0473-831149	info@hotel-hirschen.it	www.hotel-hirschen.it	21	3	46.6892602	10.544953200000009
Gasthof	Zum Mohren - Der Mohrenwirt	Burgeis	81	Dorfplatz	39024	Burgeis	Mals im Vinschgau	Italy	Europe	+39-0473-831223	info@mohren-plavina.com	www.mohren-plavina.com	11	4	46.711214621676774	10.527882277965546
Garni	Lärchenheim	Burgeis	109		39024	Burgeis	Mals im Vinschgau	Italy	Europe	+39-0473-831561	garni.laerchenheim@rolmail.net	www.laerchenheimit.wordpress.com	11	2	46.7101412	10.5292476
Aparthotel	St. Stefan	Burgeis	126		39024	Burgeis	Mals im Vinschgau	Italy	Europe	+39-0473-831410	info@st-stefan.com	www.st-stefan.com	14	3	46.710855622717254	10.529944896697998
Residence	Sonnenhof	Burgeis	155		39024	Burgeis	Mals im Vinschgau	Italy	Europe	+39-0473-831251	info@burgeis.it	www.burgeis.it	10	3	46.707973984280606	10.529301166534424
Apparthotel	Christophorus	Burgeis	159		39024	Burgeis	Mals im Vinschgau	Italy	Europe	+39-0473-831125	info@hotel-zum-christophorus.it	www.hotel-zum-christophorus.it	22	3	46.71130731359531	10.53091585636139
Garni Appartements	Almrausch	Burgeis	172		39024	Burgeis	Mals im Vinschgau	Italy	Europe	+39-0473-831437	almrausch@dnet.it	www.almrausch.it	10	3	46.7087459	10.5296393
Aparthotel	Moriggl	Burgeis	176		39024	Burgeis	Mals im Vinschgau	Italy	Europe	+39-0473-831550	info@das-moriggl.com	www.das-moriggl.com	18	3S	46.71186787532122	10.527866184711456
Gästehaus	Kuenrath	Burgeis	183		39024	Burgeis	Mals im Vinschgau	Italy	Europe	+39-0473-838051	schlossbar@rolmail.net		7	2	46.7102182	10.5270967
Residence	Haus Hubertus	Burgeis	187		39024	Burgeis	Mals im Vinschgau	Italy	Europe	+39-0473-830093			8	3	46.70927180731115	10.529660796673852
Hotel	Tyrol	Fröhlichgasse	4		39024		Mals im Vinschgau	Italy	Europe	+39-0473-831160		www.hotel-tyrol.it	20	3	46.69032546521463	10.542052388191223
Hotel	Greif	General-I.-Verdross-Straße	40/A		39024		Mals im Vinschgau	Italy	Europe	+39-0473-831189	info@hotel-greif.com	www.hotel-greif.com	14	3	46.69039537900383	10.545228123664856
Gasthof	Lamm	Laatsch	72		39024		Mals im Vinschgau	Italy	Europe	+39-0473-831336	info@hotel-lamm.net	www.hotel-lamm.net	25	3	46.6785414	10.53505599999994
Gasthof	Weisskugel	Matsch	10	Piazza Principale / Hauptplatz, 10	39024	Mazia	Mals im Vinschgau	Italy	Europe	+39-0473-842600	weisskugel.matsch@rolmail.net	www.gasthofweisskugel.it	11	2	46.69568	10.61965
Almhotel & Berggasthof	Glieshof	Matsch	69		39024	Außerglies	Mals im Vinschgau	Italy	Europe	+39-0473-842622	hotel@glieshof.it	www.glieshof.it	22	3S	46.72570498930792	10.685019493103027
Apartments	Aviunshof	Matsch	91		39024	Matsch	Mals im Vinschgau	Italy	Europe				4		46.69265	10.61807
Gasthof	Gemse	Planeil	1		39024	Planeil	Mals im Vinschgau	Italy	Europe	+39-0473-831148	info@gasthof-gemse.it	www.gasthof-gemse.it	9	3	46.72159806386075	10.57783305644989
Hotel	Watles	Praemajur	49		39024		Mals im Vinschgau	Italy	Europe				35	4	46.70148108903695	10.506963729858398
Alpin & Relax Hotel	Gerstl	Schlinig	4		39024	Schlinig	Mals im Vinschgau	Italy	Europe	+39-0473-831416	info@vitalpina.info	www.vitalpina.info	37	4S	46.698805715642365	10.510817529866472
Gasthof	Edelweiß	Schlinig	23		39024	Schlinig	Mals im Vinschgau	Italy	Europe	+39-0473-831441	info@schlinig.it	www.schlinig.it	15	3	46.7045462743919	10.475000381993596
Urlaubsbauernhof	Sesvenna-Hof	Schlinig	39		39024	Schlinig	Mals im Vinschgau	Italy	Europe	+39-0473-831797	info@sesvennahof.it	www.sesvennahof.it	3		46.70460439787918	10.474380254745483
Ferienhof	Blaas	Schlinig	42		39024	Schlinig	Mals im Vinschgau	Italy	Europe	+39-0473-835256	info@gallorosso.it	www.roterhahn.it	5		46.70727139137221	10.472041368484497
Hotel	Margun	SS 40	7		39024		Mals im Vinschgau	Italy	Europe	+39-0473-835060			18	3	46.68431254078401	10.554825067520142
Bio-Hotel	Panorama	Staatsstraße	5		39024		Mals im Vinschgau	Italy	Europe	+39-0473-831186	info@biohotel-panorama.it	www.biohotel-panorama.it	26	3	46.68537975492938	10.552690029144287
Schutzhütte	Sesvenna	Talschluss des Schlinigtals			39024		Mals im Vinschgau	Italy	Europe	+39-0473-831144	office@alpenverein.it	www.alpenverein.it		1	46.73454	10.43553
Urlaubsbauernhof	Sonnenheimhof	Tartsch	7		39024		Mals im Vinschgau	Italy	Europe				2		46.68266698598753	10.559363374073996
Familien-Wellness Residence	Tyrol	Gustav-Flora-Straße	4		39025		Naturns	Italy	Europe	+39-0473-667087	info@tyrol.it	www.tyrol.it	25	4	46.6497528540067	11.008021831512451
Hotel	Preidlhof	St.-Zeno-Straße	13		39025		Naturns	Italy	Europe	+39-0473-666251	info@preidlhof.it	www.preidlhof.it	60	5	46.65239825337242	11.000136137008667
Camping & Residence	Sägemühle	Dornweg	12		39026		Prad am Stilfser Joch	Italy	Europe	+39-0473-616078	camping@saegemuehle.it	www.saegemuehle.it	13	4	46.61767892363095	10.596030354372488
Residence	Ortlerhof	Hauptstraße	28		39026		Prad am Stilfser Joch	Italy	Europe	+39-0473-616168	info@ortlerhof.it	www.ortlerhof.it	9	3	46.62009372996764	10.597268342971802
Aktiv & Wellnesshotel	Zentral	Hauptstraße	100		39026		Prad am Stilfser Joch	Italy	Europe	+39-0473-616008	info@zentral.it	www.zentral.it	40	4	46.61683472923997	10.590329468250275
Residence Garni	Haus Tschenett	Kiefernhainweg	14		39026		Prad am Stilfser Joch	Italy	Europe	+39-0473-616175	info@haustschenett.com	www.haustschenett.com	8	3	46.621084839961526	10.589506030082703
Camping	Kiefernhain	Kiefernhainweg	37		39026		Prad am Stilfser Joch	Italy	Europe	+39-0473-616422	reception@camping-kiefernhain.it	www.camping-kiefernhain.it			46.62488	10.59327
Hotel	Garden Park	Kiefernhainweg	35/A		39026		Prad am Stilfser Joch	Italy	Europe	+39-0473-618228	info@gardenparkhotel.com	www.gardenparkhotel.com	36	4	46.62308624554204	10.590897798610968
Residence	Lechnerhof	Kirchweg	9		39026	Lichtenberg	Prad am Stilfser Joch	Italy	Europe	+39-0473-616008	info@lechnerhof.it	www.lechnerhof.it	15	3	46.63516106405215	10.567141771316528
Residence	Gustav Thöni	Sandweg	9		39026		Prad am Stilfser Joch	Italy	Europe	+39-0473-611716	info@gustav-thoeni.com	www.gustav-thoeni.com	6		46.619718282470004	10.595321506152686
Garni	Astoria	Schmiedgasse	1		39026		Prad am Stilfser Joch	Italy	Europe	+39-0473-616338	pension-astoria@gmx.net	www.pension-astoria.it	25	2	46.61655653524132	10.590758621692657
Gasthof	Stern	Silberstraße	1		39026		Prad am Stilfser Joch	Italy	Europe	+39-0473-616123	info@gasthof-stern.it	www.gasthof-stern.it	16	2	46.617006066554396	10.595026016235352
Residence garni	Weißkugel Langtaufers	Kappl	7		39027	Melag	Graun im Vinschgau	Italy	Europe	+39-0473-633434	info@weisskugel.it	www.ferienwohnung-reschenpass.com	6	3	46.83959075825115	10.64150869846344
Hotel	Goldener Löwe - Schupferwirt	Dantestraße	6		39028		Schlanders	Italy	Europe	+39-0473-730188	info@goldener-loewe.it	www.goldener-loewe.it	24	3	46.62870362245329	10.774240493774414
Sporthotel - Pure Mountain Resort	Paradies	Hauptstraße	87	Forststraße / SS622	39029	Sulden	Stilfs	Italy	Europe	+39-0473-613043	info@sporthotel-paradies.com	www.sporthotel-paradies.com	59	4	46.52603	10.59154
Hotel	Montana	Hauptstraße	98		39029	Sulden	Stilfs	Italy	Europe	+39-0473-613006	info@montanasulden.com	www.montanasulden.com	23	3	46.517620600054045	10.595937967300415
Aparthotel	Firn	Hauptstraße	98		39029	Sulden	Stilfs	Italy	Europe	+39-0473-613006	info@montanasulden.com	www.montanasulden.com	8		46.517731342686055	10.595975518226624
Ferienhotel	Lärchenhof	Hauptstraße	148		39029	Sulden	Stilfs	Italy	Europe	+39-0473-613532	info@lerchenhof.it	www.lerchenhof.it	25	3S	46.51566952398797	10.596231221279595
Hotel	Stifter	Ahrner Straße	16		39030	Luttach	Ahrntal	Italy	Europe	+39-0474-671133	info@stifter.net	www.stifter.net	16	2	46.9500937932014	11.92214548587799
Hotel	Alcialc	Alcialc	6	Via Lunz 77	39030	Lunz	Wengen	Italy	Europe	+39-0471-843177	info@hotelalcialc.it	www.hotelalcialc.it	15	3S	46.65543087643817	11.928867101669312
Apartments	Haus am Park	Am Park	15		39030	Niederrasen	Rasen-Antholz	Italy	Europe				3		46.7801010508069	12.04452395439148
Hotel - Mountain Lake Resort	Seehaus	Antholz Obertal	16		39030	Antholz Obertal	Rasen-Antholz	Italy	Europe	+39-0474-492342	info@hotel-seehaus.eu	www.hotel-seehaus.com	16	3	46.883547977423426	12.162423133850098
Hotel	Rainegg	Aue	14		39030	Oberolang	Olang	Italy	Europe	+39-0474-496084	info@hotelrainegg.it	www.hotelrainegg.it	13	3	46.756146351513266	12.040257722183014
Appartments	Kruma	Aue	31		39030	Mitterolang	Olang	Italy	Europe	+39-346-1333298	info@kruma.it	www.kruma.it	3		46.754431481103815	12.040742039680481
Apparthotel	Winklwiese - Dip. Alpenvilla	Aue	33		39030	Oberolang	Olang	Italy	Europe	+39-0474-495400	info@winklwiese.com	www.winklwiese.com	14	4	46.754431481103815	12.040742039680481
Appartements	Haus Schönblick	Auerkreuz	2		39030	St. Martin	St. Lorenzen	Italy	Europe	+39-0474-474578	info@garniweger.it	www.garniweger.it	4		46.77937000845116	11.899298429489136
Urlaub am Bauernhof	Wengerhof	Außermühlwald	157		39030	Lappach	Mühlwald	Italy	Europe	+39-0474-653168	wengerhof@gmx.net	www.wengerhof.net	4		46.89350890775899	11.903219819068909
Appartments	Jagerhof	Außerprags	25		39030		Prags	Italy	Europe				2		46.71773944647638	12.142955660820007
Hotel	Pörnbacher	Bahnhofstraße	13		39030	Mitterolang	Olang	Italy	Europe	+39-0474-496112	info@hotel-poernbacher.it	www.hotel-poernbacher.it	24	3	46.768861081941075	12.029983699321747
Apartments	Ansitz Bergrichter	Bergrichter	139		39030	Steinhaus	Ahrntal	Italy	Europe				6	3	46.991039127589005	11.962147813369711
Residence	Holzer	Bergweg	3		39030		Sexten	Italy	Europe	+39-0474-710320	info@holzer.bz.it	www.holzer.bz.it	12	2	46.7019	12.35256
Apartment	Stübilerhof	Bloßenberg	12		39030	St. Johann in Ahrntal	Ahrntal	Italy	Europe				1		46.98433296154894	11.934370994567871
Appartementhaus-Bergpension	Kohlerhof	Bloßenberg	22		39030	St. Johann in Ahrntal - Trippach	Ahrntal	Italy	Europe	+39-0474-671286	infokohlerhof@dnet.it	http://kohlerhof.suedtirol.net	9	1	46.98549	11.93252
Hotel	Mareo	Dessorastraße	17		39030	St. Vigil	Enneberg	Italy	Europe	+39-0474-501007	info@mareo-dolomites.it	www.mareo-dolomites.it	23	4	46.6994396	11.9363014
Residence	Zur Post	Dolomitenstraße	14		39030		Sexten	Italy	Europe				8		46.70189999999999	12.35003299999994
Garni	Zum Bergsteiger	Dolomitenstraße	29		39030	St. Veit	Sexten	Italy	Europe	+39-0474-710417	info@garni-bergsteiger.it	www.garni-bergsteiger.it	9	2	46.6995989	12.3519992
Camping & Apartments	Ansitz Wildberg	Dorfstr.	9		39030		St. Lorenzen	Italy	Europe	+39-0474-474080	info@campingwildberg.com	www.campingwildberg.com			46.78122639120907	11.898517571389675
Urlaub auf dem Bauernhof	Kehrerhof	Ellen	18		39030	Ellen	St. Lorenzen	Italy	Europe	+39-0474-403350	info@kehrerhof.com	www.kehrerhof.com	2		46.777522153621796	11.841888427734375
Hotel	Tonyhof	Europaweg	5		39030		Sexten	Italy	Europe	+39-0474-710393	info@tonyhof.com	www.tonyhof.com	10	3	46.69942	12.35459
Dolomites Spa Resort	Bad Moos	Fischleintalstraße	27		39030		Sexten	Italy	Europe	+39-0474-713100	info@badmoos.it	www.badmoos.it	91	4S	46.681018764189126	12.364068925380707
Alpen Hotel	Jú Furcia	Furciastraße	29		39030	Hof - St. Vigil	Enneberg	Italy	Europe	+39-0474-501805	info@furcia.info	www.furcia.info	21	3	46.7229815729337	11.964898854630974
Berggasthof	Graziani	Furciastraße	33		39030	St. Vigil	Enneberg	Italy	Europe	+39-0474-501158	info@graziani-kronplatz.it	www.graziani-kronplatz.it	8	1	46.73201	11.95724
Lodge & Chalets	Graziani	Furciastraße	33		39030	St. Vigil	Enneberg	Italy	Europe	+39-0474-501158	info@graziani-kronplatz.it	www.graziani-kronplatz.it			46.73201	11.95724
Hotel	Hubertus - Alpin Panorama	Furkelstraße	5		39030	Geiselsberg	Olang	Italy	Europe	+39-0474-592104	info@belvita.it	www.belvita.it	40	4S	46.753678000000001	12.010122000000001
Hotel	Bärenhotel	Furkelstraße	11		39030	Geiselsberg	Olang	Italy	Europe	+39-0474-592001	info@baerenhotel.com	www.baerenhotel.com	42	5	46.7475785	12.0030456
Residence	Hotellino	Gassl	25		39030		Olang	Italy	Europe				9	2	46.74755528047584	12.010596335021546
Hotel	Zum Schlößl C.M./Hh.	Geigenbachweg	1	Schlößlstr. 2	39030	Uttenheim	Gais	Italy	Europe	+39-0474-597128			22	3	46.86745307282566	11.947727974205009
Deluxe Hotel & Spa Resort	Alpenpalace	Gis	83		39030	St. Johann in Ahrntal	Ahrntal	Italy	Europe	+39-0474-670230	info@alpinesparesorts.com	www.alpinesparesorts.com	57	5S	46.96262429920722	11.92148804639146
Appartement-Haus	Sonne	Gissestraße	100		39030	St. Johann in Ahrntal	Ahrntal	Italy	Europe	+39-0474-671811	info@appartement-sonne.com	www.appartement-sonne.com	8	2	46.96657730900153	11.924634575843811
Appartement- und Wellnesshotel	Winkler	Greinwaldner Straße	23		39030	Greinwalden	Pfalzen	Italy	Europe	+39-0474-528155	info@hotel-winkler.it	www.hotel-winkler.it	20	3	46.811034511432005	11.906577944755554
Dolomiten Wellness Residenz	Mirabell	Hans-von-Perthaler-Straße	11		39030	Mitterolang	Olang	Italy	Europe	+39-0474-496191	hotel@mirabell.it	www.mirabell.it	55	5	46.76082062139986	12.034355700016022
Hotel & Dependance	Garber	Hauptstraße	35		39030	St. Jakob in Ahrntal	Ahrntal	Italy	Europe	+39-0474-650133	info@garber.it	www.garber.it	20	2	47.0077822	12.0129897
Hotel	Berghotel	Helmweg	10		39030	Moos	Sexten	Italy	Europe	+39-0474-710386	info@wanderhotels.com	www.wanderhotels.com	45	4S	46.69196951921593	12.367331832647324
Hotel	Garberhof - Part of Dolomit Family Resort	Hinteraue	6		39030	Niederrasen	Rasen-Antholz	Italy	Europe	+39-0474-497004	info@familienhotels.com	www.familienhotels.com	36	4S	46.78152	12.05278
Almhotel	Lenz	Hinterbergstraße	3		39030	Geiselsberg	Olang	Italy	Europe	+39-0474-592053	info@almhotel-lenz.com	www.almhotel-lenz.com	22	3S	46.7404	12.00239
Pension	Im Wiesengrund	Höslerweg	7		39030	Außerberg	Sexten	Italy	Europe			www.im-wiesengrund.com	7	1	46.7044331	12.351829500000008
Apartment	Gitschberg	Huntsdorfer Straße	2		39030		Vintl	Italy	Europe				1	3	46.845575369397196	11.729568243026733
Appartements	Gitschberg	Huntsdorfer Straße	2		39030	Weitental	Vintl	Italy	Europe	+39-0472-548057			9	3	46.84563407472693	11.729552149772644
Garni	Weger	Im Linda	9		39030		Kiens	Italy	Europe	+39-0474-565246	info@garniweger.it	www.garniweger.it	12	2	46.8060006	11.8387592
Urlaubsbauernhof	Binderhof	In der Marche	56		39030	St. Peter in Ahrntal	Ahrntal	Italy	Europe	+39-0474-650192	binderhof@web.de		3		47.01910164414897	12.037567496172414
Urlaub auf dem Bauernhof	Feichterhof	Innertal	59		39030	Weißenbach	Ahrntal	Italy	Europe	+39-0474-674685	info@gallorosso.it	www.gallorosso.it	7		46.945479549663474	11.857584714889526
Urlaub auf dem Bauernhof	Innertrein	Innertrein	37	Cadipietra Großklausen 17	39030	Steinhaus	Ahrntal	Italy	Europe				4	3	47.00710678203512	12.017119824886322
Pension	Brugghof	Jahrlboden	2		39030	St. Johann in Ahrntal	Ahrntal	Italy	Europe	+39-0474-671169	info@pension-brugghof.com	www.pension-brugghof.com	20	2	46.9836858	11.9488234
Urlaub auf dem Bauernhof	Pichlerhof & Haus Ploner	Josef-Röd-Weg	7		39030		Kiens	Italy	Europe	+39 0474 565379	info@pichlerhof-kiens.it	www.pichlerhof-kiens.it	8		46.80742	11.83534
Urlaub auf dem Bauernhof	Ortnerhof	Kehlburgstraße	10		39030		Gais	Italy	Europe	+39-0474-504385	info@gallorosso.it	www.gallorosso.it	2		46.83348804343351	11.951070427894592
Residence Garni	Beikircher	Kirchgasse	14		39030	Oberolang	Olang	Italy	Europe	+39-0474-496231	info@beikircher.info	www.beikircher.info	13	1	46.7576473	12.0413898
Hotel garni & Appartements	Zimmerhofer	Klausbergstraße	53		39030	Steinhaus	Ahrntal	Italy	Europe	+39-0474-652110	info@zimmerhofer.com	www.zimmerhofer.com	10	2	46.99517890645724	11.975513398647308
Urlaub auf dem Bauernhof	Voppichlhof	Koflberg	10		39030	St. Jakob in Ahrntal	Ahrntal	Italy	Europe	+39-0474-652297	info@gallorosso.it	www.roterhahn.it	4		47.00532004457623	11.995903551578522
Residence	Villa Drei Birken	Lanerweg	17		39030		Sexten	Italy	Europe				4	2	46.70521138039354	12.346787452697754
Hotel	Gruber	Leitenweg	7		39030		Sexten	Italy	Europe	+39-0474-710229	info@gruber-sexten.com	www.gruber-sexten.com	25	3S	46.701010185810034	12.355944514274597
Residence	Corn	Les Corcolesstraße	13		39030	St. Vigil	Enneberg	Italy	Europe	+39-0474-501145	residence@corn.it	www.corn.it	14	3	46.696499607771045	11.933755606369232
Appartments im Hotel	Innerhofer	Lützelbucher Straße	6		39030		Gais	Italy	Europe				2		46.83659636783203	11.950759291648865
Nature Spa Resort	Quelle	Magdalenastraße	4		39030	St. Magdalena	Gsies	Italy	Europe	+39-0474-948111	info@hotel-quelle.com	www.hotel-quelle.com	65	5	46.83190995869829	12.236610352993011
Gasthof	Hohenbichl	Margener Straße	10		39030	Margen	Terenten	Italy	Europe	+39-0472-546119	mair.richard@rolmail.net	www.hohenbichl.com	18	1	46.833254258160096	11.76147562824724
Urlaub auf dem Bauernhof	Übersteinerhof	Maria Saalen	19	SP 56 Strada Plisca	39030	Maria Saalen	St. Lorenzen	Italy	Europe	+39-0474-474928	info@uebersteinerhof.com	www.uebersteinerhof.com	2		46.7466842	11.8753649
Urlaub auf dem Bauernhof	Hof Unterguggenberg	Montal	51/A		39030	Montal	St. Lorenzen	Italy	Europe	+39-0474-403164	info@gallorosso.it	www.roterhahn.it	1		46.77175684312587	11.851093769073486
Urlaub auf dem Bauernhof	Garberhof	Niederrasen	187	Hinteraue loc.	39030	Niederrasen	Rasen-Antholz	Italy	Europe	+39-0474-496451					46.7817	12.05215
Garni	Haus am Anger	Niederrasner Str.	22		39030	Niederrasen	Rasen-Antholz	Italy	Europe	+39-0474-496213				2	46.7792697	12.0487075
Hotel	Alpenhof - Part of Dolomit Family Resort	Niederrasner Straße	123		39030	Niederrasen	Rasen-Antholz	Italy	Europe	+39-0474-496451	info@familotel.com	www.familotel.com	34	4S	46.7786892	12.04796710000005
Aparthotel	Stoana	Oberbühel	20		39030	St. Jakob in Ahrntal	Ahrntal	Italy	Europe	+39-0474-650175	info@steinhauser-hotels.com	www.steinhauser-hotels.com	26	3	47.01125715210388	12.011489868164062
Residence	Sonneck	Oberlappach	7	Wohnbauzone 7	39030	Lappach	Mühlwald	Italy	Europe	+39-0474-685016	info@sonneck-suedtirol.com	www.sonneck-suedtirol.com	7		46.91774	11.80248
Apartments	Haus Mucher	Oberrasen	45		39030	Oberrasen	Rasen-Antholz	Italy	Europe				4		46.79180739688789	12.060080766677856
Bed & Breakfast	Villa La Bercia	Paracciastraße	18		39030	St. Vigil	Enneberg	Italy	Europe	+39-0474-501052			4		46.69605287293426	11.93975148360596
Bed & Breakfast	Villa Dolomites Hut	Paracciastraße	18a		39030	St. Vigil	Enneberg	Italy	Europe				4		46.69619820450735	11.93975148360596
